"","Anomaly Score"
"Image537","70.30388520706109"
"Image538","60.60391194958447"
"Image539","59.73177325846246"
"Image540","19.086470860541365"
"Image541","87.1203641157384"
"Image542","41.713381850679994"
"Image543","75.03075934464931"
"Image544","72.64958294489863"
"Image545","9.230469577306302"
"Image546","98.7498968367312"
"Image547","81.78275432082366"
"Image548","28.649918881412205"
"Image549","39.3292580988562"
"Image550","54.46958010467237"
"Image551","80.49540867442931"
"Image552","52.63472465033739"
"Image553","85.14683149740371"
"Image554","62.72213441137812"
"Image555","64.31434641182022"
"Image556","12.90875160542062"
"Image557","99.99659239834153"
"Image558","15.002170305246697"
"Image559","2.2891396100651535"
"Image560","94.93181722862349"
"Image561","34.21791037266591"
"Image562","40.91231910013012"
"Image563","79.44658943313928"
"Image564","82.99221400412767"
"Image565","39.29087744121029"
"Image566","15.881219753090821"
"Image567","78.6422450692105"
"Image568","35.030256559543766"
"Image569","3.2121195016449304"
"Image570","67.96166744379714"
"Image571","65.85419519150318"
"Image572","89.0655606910718"
"Image573","53.21433385560273"
"Image574","56.384553923437785"
"Image575","24.837197937621383"
"Image576","26.864719412594397"
"Image577","38.74469931153348"
"Image578","4.378116723991033"
"Image579","17.01669581497671"
"Image580","34.49397154319841"
"Image581","77.43881198560013"
"Image582","15.36449087164836"
"Image583","94.19525409660034"
"Image584","23.553941562443715"
"Image585","81.46150948546774"
"Image586","8.272175355194353"
"Image587","76.63665705974634"
"Image588","96.79735242228868"
"Image589","48.073292468124166"
"Image590","49.21926641810307"
"Image591","31.239512572581493"
"Image592","15.144893059929753"
"Image593","45.2516046225037"
"Image594","21.795381797879394"
"Image595","30.191086621701732"
"Image596","28.238867224057675"
"Image597","42.07224730872261"
"Image598","89.30776016909098"
"Image599","79.40990130909681"
"Image600","72.80096914083514"
"Image601","83.80866732297103"
"Image602","82.61453904981323"
"Image603","70.49915811697572"
"Image604","50.51296541141431"
"Image605","58.65712149420864"
"Image606","91.00181635015322"
"Image607","99.85291787432301"
"Image608","11.588409371538827"
"Image609","68.54632730547038"
"Image610","9.102603158938072"
"Image611","62.77709356873408"
"Image612","81.55719483270416"
"Image613","26.798927587321714"
"Image614","78.72052958262077"
"Image615","78.87770317336795"
"Image616","41.42293091272125"
"Image617","92.16128131818118"
"Image618","19.361134276143968"
"Image619","5.752983734533827"
"Image620","75.41399267717637"
"Image621","82.89540793841196"
"Image622","98.17270638846469"
"Image623","61.13578524158703"
"Image624","82.16698659823881"
"Image625","4.908574559465172"
"Image626","57.92318358874874"
"Image627","47.150164978597005"
"Image628","51.85752128320623"
"Image629","57.9634608906257"
"Image630","64.87034035497399"
"Image631","70.98177697200755"
"Image632","74.3056277570069"
"Image633","29.424766247336898"
"Image634","61.82338033009274"
"Image635","35.007180017322966"
"Image636","82.43616981361274"
"Image637","69.33654061066403"
"Image638","80.65661645151279"
"Image639","93.83668639384773"
"Image640","14.77570907598487"
"Image641","19.660105188980864"
"Image642","46.70546210333787"
"Image643","18.854690488944325"
"Image644","37.33931797173136"
"Image645","32.069948772234255"
"Image646","65.75404191903219"
"Image647","63.93908295253296"
"Image648","86.81949767943685"
"Image649","87.01681690760799"
"Image650","41.499002404281285"
"Image651","86.99787305947902"
"Image652","89.50747134775355"
"Image653","78.21986010423758"
"Image654","59.149444409461175"
"Image655","92.86659997810348"
"Image656","7.089914014979162"
"Image657","38.05823985343741"
"Image658","7.032517102216608"
"Image659","41.26957899130591"
"Image660","4.796850241993614"
"Image661","9.052529941102048"
"Image662","44.511551097536504"
"Image663","7.75359188343397"
"Image664","98.34257400150196"
"Image665","66.27976448436661"
"Image666","25.71615354372385"
"Image667","66.44081034125169"
"Image668","20.176664063675297"
"Image669","9.89450432463276"
"Image670","68.72341490960834"
"Image671","53.070427023528204"
"Image672","63.736769207170155"
"Image673","6.053512150474405"
"Image674","69.47157991047439"
"Image675","57.14967295711703"
"Image676","20.2431471026564"
"Image677","60.068026320066856"
"Image678","35.97804255995114"
"Image679","14.62942098108944"
"Image680","11.447471028765865"
"Image681","44.217491642361814"
"Image682","20.618316951074902"
"Image683","67.21047591643548"
"Image684","31.91842714044177"
"Image685","40.86994817550596"
"Image686","73.32040104341431"
"Image687","47.914739609123565"
"Image688","51.232044170764425"
"Image689","45.99725176190279"
"Image690","50.72364391843993"
"Image691","90.15210052973416"
"Image692","48.45882287818596"
"Image693","78.05572478737545"
"Image694","45.8262348196369"
"Image695","54.33066313356739"
"Image696","78.26494324024318"
"Image697","15.113913243063099"
"Image698","63.5272330366133"
"Image699","83.64261252293349"
"Image700","18.161844283140454"
"Image701","65.10999894048486"
"Image702","12.956530477472462"
"Image703","16.911885488405844"
"Image704","58.79139684435582"
"Image705","20.52144224879156"
"Image706","58.60928954581024"
"Image707","77.35116902208493"
"Image708","93.4404745429455"
"Image709","57.47592080273371"
"Image710","89.5047615536992"
"Image711","66.88807670576104"
"Image712","16.468687720007416"
"Image713","13.078287310221176"
"Image714","34.7985653748249"
"Image715","57.8111830250582"
"Image716","12.814922630162284"
"Image717","91.50705293195927"
"Image718","91.26907856277366"
"Image719","11.73987117227652"
"Image720","33.49734061957818"
"Image721","38.45568765880074"
"Image722","55.57836834811533"
"Image723","58.213708923309895"
"Image724","50.589785317106895"
"Image725","61.27897572769182"
"Image726","66.94624617987199"
"Image727","31.665743756537026"
"Image728","13.826271982330216"
"Image729","23.30379314177119"
"Image730","16.842154465946493"
"Image731","11.045132158501625"
"Image732","70.51231013405952"
"Image733","11.747189011231201"
"Image734","23.127840314846164"
"Image735","79.08677350881966"
"Image736","78.83522204665778"
"Image737","63.941588679140324"
"Image738","38.337723129424276"
"Image739","50.62312924024337"
"Image740","39.9486062408624"
"Image741","56.19078005526045"
"Image742","79.5305678556018"
"Image743","65.82070289752735"
"Image744","67.0372167523683"
"Image745","17.09883654328361"
"Image746","32.02694628629759"
"Image747","95.24678302960575"
"Image748","95.39698776108985"
"Image749","23.36573856278361"
"Image750","5.160431594970931"
"Image751","77.07484225631005"
"Image752","51.35686450248766"
"Image753","39.82935003361892"
"Image754","91.23042936911091"
"Image755","45.84263460419589"
"Image756","29.697397671647032"
"Image757","11.845462808546115"
"Image758","3.002841065544676"
"Image759","79.74354487554257"
"Image760","13.1978927124578"
"Image761","64.70069614199784"
"Image762","30.162579269471"
"Image763","77.2833542332023"
"Image764","68.67772461980269"
"Image765","29.966568026560417"
"Image766","85.76896509134264"
"Image767","55.94198822837456"
"Image768","38.75575146962304"
"Image769","35.841963556125826"
"Image770","93.34732840927758"
"Image771","27.38826616354481"
"Image772","35.860468809169994"
"Image773","77.62424503633075"
"Image774","54.79970843048293"
"Image775","45.479291635365854"
"Image776","66.35178352024815"
"Image777","82.9466238215311"
"Image778","36.6085536667912"
"Image779","19.5482299278923"
"Image780","33.35616419296161"
"Image781","79.20319455255533"
"Image782","57.216974081730356"
"Image783","96.56698449952172"
"Image784","31.357700191148282"
"Image785","81.87195891992883"
"Image786","75.80486182015082"
"Image787","10.659063394209173"
"Image788","1.6710663071706815"
"Image789","25.18564677402757"
"Image790","52.98288260049713"
"Image791","5.680940608759637"
"Image792","81.66275951410363"
"Image793","77.88469381627492"
"Image794","26.746896561586112"
"Image795","30.602244702017288"
"Image796","6.195387594961205"
"Image797","64.61829451997939"
"Image798","4.8315232427834705"
"Image799","38.71428615330056"
"Image800","91.15064079951728"
"Image801","41.25423719847376"
"Image802","74.79231535557328"
"Image803","4.271662086016419"
"Image804","66.5840462983506"
"Image805","52.012913952077454"
"Image806","22.905759913409362"
"Image807","38.721330081749244"
"Image808","2.7515283875884644"
"Image809","11.159012548751258"
"Image810","23.208295110697122"
"Image811","65.82129685864139"
"Image812","78.75189595333796"
"Image813","5.333764100491466"
"Image814","59.02732623494322"
"Image815","24.927877610834532"
"Image816","5.444417740490101"
"Image817","81.24007911828711"
"Image818","23.935574431957527"
"Image819","22.297480129553175"
"Image820","40.01075530553749"
"Image821","92.09257360835922"
"Image822","75.05870358475373"
"Image823","71.0303548436054"
"Image824","91.46119924202709"
"Image825","57.55863631918771"
"Image826","18.40620233723681"
"Image827","62.96199553743596"
"Image828","76.04680321333394"
"Image829","86.87141110171255"
"Image830","16.88954731101574"
"Image831","4.192865122412368"
"Image832","15.748100068682186"
"Image833","8.127616648152056"
"Image834","4.3277667731460925"
"Image835","46.26450884866557"
"Image836","88.20440669816801"
"Image837","96.6686432429963"
"Image838","4.230380881728626"
"Image839","95.07496842660615"
"Image840","84.36505278137977"
"Image841","46.26202952683638"
"Image842","46.026041373306505"
"Image843","37.607141201405035"
"Image844","16.339454735742954"
"Image845","20.778337808866645"
"Image846","61.263033576819716"
"Image847","21.696547706509715"
"Image848","1.0318529604887918"
"Image849","52.5829408168997"
"Image850","27.991068495050488"
"Image851","84.4595698558393"
"Image852","65.8623412691279"
"Image853","77.14976565416777"
"Image854","47.12012476256116"
"Image855","86.44355139141895"
"Image856","78.74007856168588"
"Image857","33.91793378617499"
"Image858","22.31461121596391"
"Image859","80.54672601831545"
"Image860","78.74465667133538"
"Image861","54.73360384888283"
"Image862","87.03357672027332"
"Image863","35.25560569779238"
"Image864","95.08943937459455"
"Image865","2.4617329806150985"
"Image866","72.60694030745674"
"Image867","86.30266090086882"
"Image868","58.99081442626697"
"Image869","38.68580932022377"
"Image870","88.4697174654212"
"Image871","20.164351951306017"
"Image872","39.42068286111333"
"Image873","49.581757832413366"
"Image874","95.35326535588194"
"Image875","37.17263388562704"
"Image876","66.70318424879468"
"Image877","80.37092828218306"
"Image878","36.48087348799419"
"Image879","3.934526016402569"
"Image880","14.70079645184176"
"Image881","66.52221577807516"
"Image882","73.86419614825236"
"Image883","27.59920201112482"
"Image884","34.907989855881354"
"Image885","23.4833679820065"
"Image886","17.432606427769425"
"Image887","92.30508521728055"
"Image888","39.056144185551354"
"Image889","47.513007515086024"
"Image890","4.13047475159662"
"Image891","16.84718197506645"
"Image892","45.01478077411487"
"Image893","86.07769586769264"
"Image894","22.552885395188394"
"Image895","79.68636694982384"
"Image896","76.81102769460526"
"Image897","21.499841334929684"
"Image898","65.62039780625426"
"Image899","33.77997087098429"
"Image900","66.93538343555554"
"Image901","31.775674022628632"
"Image902","81.26613246910695"
"Image903","54.30655734340856"
"Image904","66.05815780207688"
"Image905","1.1795434156356714"
"Image906","19.017587072191468"
"Image907","62.1534709561876"
"Image908","92.45344184664593"
"Image909","57.22111031266088"
"Image910","14.473054044206949"
"Image911","9.210621924202536"
"Image912","30.6021637403902"
"Image913","86.62705339012581"
"Image914","47.56606827076411"
"Image915","95.31995441556899"
"Image916","11.519773389250867"
"Image917","65.34098774615073"
"Image918","1.8609525219658698"
"Image919","86.13562376009278"
"Image920","69.45920728905412"
"Image921","58.02243071139364"
"Image922","59.45289757313754"
"Image923","48.06432118631506"
"Image924","89.00477499219647"
"Image925","16.01252378786709"
"Image926","4.823044802928345"
"Image927","71.47994471795495"
"Image928","4.431966969113213"
"Image929","73.19321997595313"
"Image930","10.135849835571015"
"Image931","99.77418233319601"
"Image932","29.125264313662072"
"Image933","57.06951813356136"
"Image934","16.193064786421882"
"Image935","85.95529981335605"
"Image936","90.94976957715375"
"Image937","55.94540808006434"
"Image938","15.710796007464126"
"Image939","38.11789453673257"
"Image940","38.722562468269466"
"Image941","7.659524344263012"
"Image942","55.73850917339944"
"Image943","72.91039451360595"
"Image944","11.645158888074743"
"Image945","36.46314589772087"
"Image946","91.6520961327147"
"Image947","9.700086767016828"
"Image948","7.741442089514431"
"Image949","89.7980835796125"
"Image950","34.240630011905154"
"Image951","60.4720439797397"
"Image952","85.42933913841493"
"Image953","8.302533931358523"
"Image954","20.87217724330145"
"Image955","65.77823120562621"
"Image956","80.60265461774907"
"Image957","31.83817381884886"
"Image958","87.66040219431545"
"Image959","83.66572723940547"
"Image960","50.03344257235719"
"Image961","84.05091412847985"
"Image962","78.64843716824461"
"Image963","74.37831238363069"
"Image964","80.7858456910923"
"Image965","85.44996573360943"
"Image966","69.18587248409659"
"Image967","82.50381427949605"
"Image968","53.82239794824832"
"Image969","6.453903518273465"
"Image970","40.22113248751796"
"Image971","28.37201461223038"
"Image972","98.42588388394606"
"Image973","95.2794737199191"
"Image974","59.225978894025324"
"Image975","2.156823633846522"
"Image976","98.17133157434758"
"Image977","14.334302618101098"
"Image978","33.8949949726726"
"Image979","82.08421183857371"
"Image980","39.08047061448438"
"Image981","51.2124693893596"
"Image982","3.432305284517569"
"Image983","76.92813192973357"
"Image984","1.014305943603767"
"Image985","54.70736025475609"
"Image986","8.313543778624632"
"Image987","31.302886249470188"
"Image988","42.97615730290837"
"Image989","2.34313884656199"
"Image990","75.80418693293846"
"Image991","93.98432855192765"
"Image992","21.94583269297354"
"Image993","42.74542577431424"
"Image994","15.383541872239135"
"Image995","30.233720647791515"
"Image996","17.77370310030407"
"Image997","14.481252228055322"
